Instrument,DateStamp,TimeStamp
W20,2016-07-01,16:32:18
W20,2016-07-01,16:32:47
W20,2016-07-01,16:32:47
W20,2016-07-01,16:32:48
W20,2016-07-01,16:32:48
W20,2016-07-01,16:33:20
W20,2016-07-01,16:33:20
W20,2016-07-01,16:33:20
W20,2016-07-01,16:33:20
W20,2016-07-01,16:33:37
W20,2016-07-01,16:33:37
W20,2016-07-01,16:33:39
W20,2016-07-01,16:33:39
W20,2016-07-01,16:33:51
W20,2016-07-01,16:33:51
W20,2016-07-01,16:33:53
W20,2016-07-01,16:33:53
W20,2016-07-01,16:33:59
W20,2016-07-01,16:33:59
W20,2016-07-01,16:33:59
W20,2016-07-01,16:33:59
W20,2016-07-01,16:33:59
W20,2016-07-01,16:33:59
W20,2016-07-01,16:34:07
W20,2016-07-01,16:34:07
W20,2016-07-01,16:34:38
W20,2016-07-01,16:34:38
W20,2016-07-01,16:34:45
W20,2016-07-01,16:34:45
W20,2016-07-01,16:34:49
W20,2016-07-01,16:34:49
W20,2016-07-01,16:34:50
W20,2016-07-01,16:34:50
W20,2016-07-01,16:34:59
W20,2016-07-01,16:34:59
W20,2016-07-01,16:35:13
W20,2016-07-01,16:35:13
W20,2016-07-01,16:35:59
W20,2016-07-01,16:35:59
W20,2016-07-01,16:36:21
W20,2016-07-01,16:36:21
W20,2016-07-01,16:36:25
W20,2016-07-01,16:36:25
W20,2016-07-01,16:36:26
W20,2016-07-01,16:36:26
W20,2016-07-01,16:38:01
W20,2016-07-01,16:38:01
W20,2016-07-01,16:38:02
W20,2016-07-01,16:38:02
W20,2016-07-01,16:38:04
W20,2016-07-01,16:38:04
W20,2016-07-01,16:38:24
W20,2016-07-01,16:38:24
W20,2016-07-01,16:38:24
W20,2016-07-01,16:38:24
W20,2016-07-01,16:38:25
W20,2016-07-01,16:38:25
W20,2016-07-01,16:38:33
W20,2016-07-01,16:38:33
W20,2016-07-01,16:38:37
W20,2016-07-01,16:38:37
W20,2016-07-01,16:38:54
W20,2016-07-01,16:38:54
W20,2016-07-01,16:39:19
W20,2016-07-01,16:39:19
W20,2016-07-01,16:39:20
W20,2016-07-01,16:39:20
W20,2016-07-01,16:39:20
W20,2016-07-01,16:39:20
W20,2016-07-01,16:39:24
W20,2016-07-01,16:39:24
W20,2016-07-01,16:39:28
W20,2016-07-01,16:39:28
W20,2016-07-01,16:39:28
W20,2016-07-01,16:39:28
W20,2016-07-01,16:39:31
W20,2016-07-01,16:39:31
W20,2016-07-01,16:39:36
W20,2016-07-01,16:39:36
W20,2016-07-01,16:39:46
W20,2016-07-01,16:39:46
W20,2016-07-01,16:39:50
W20,2016-07-01,16:39:50
W20,2016-07-01,16:39:53
W20,2016-07-01,16:39:53
W20,2016-07-01,16:39:59
W20,2016-07-01,16:39:59
W20,2016-07-01,16:40:05
W20,2016-07-01,16:40:05
W20,2016-07-01,16:40:07
W20,2016-07-01,16:40:07
W20,2016-07-01,16:40:09
W20,2016-07-01,16:40:09
W20,2016-07-01,16:40:45
W20,2016-07-01,16:40:45
W20,2016-07-01,16:40:46
W20,2016-07-01,16:40:46
W20,2016-07-01,16:40:46
W20,2016-07-01,16:40:46
W20,2016-07-01,16:40:46
W20,2016-07-01,16:40:46
W20,2016-07-01,16:40:48
W20,2016-07-01,16:40:48
W20,2016-07-01,16:40:56
W20,2016-07-01,16:40:56
W20,2016-07-01,16:41:29
W20,2016-07-01,16:41:29
W20,2016-07-01,16:41:30
W20,2016-07-01,16:41:30
W20,2016-07-01,16:41:34
W20,2016-07-01,16:41:34
W20,2016-07-01,16:41:49
W20,2016-07-01,16:41:49
W20,2016-07-01,16:42:45
W20,2016-07-01,16:42:45
W20,2016-07-01,16:43:00
W20,2016-07-01,16:43:00
W20,2016-07-01,16:43:08
W20,2016-07-01,16:43:08
W20,2016-07-01,16:44:20
W20,2016-07-01,16:44:20
W20,2016-07-01,16:44:20
W20,2016-07-01,16:44:20
W20,2016-07-01,16:44:20
W20,2016-07-01,16:44:20
W20,2016-07-01,16:44:22
W20,2016-07-01,16:44:22
W20,2016-07-01,16:44:26
W20,2016-07-01,16:44:26
W20,2016-07-01,16:44:26
W20,2016-07-01,16:44:26
W20,2016-07-01,16:44:28
W20,2016-07-01,16:44:28
W20,2016-07-01,16:44:28
W20,2016-07-01,16:44:28
W20,2016-07-01,16:44:28
W20,2016-07-01,16:44:28
W20,2016-07-01,16:44:58
W20,2016-07-01,16:44:58
W20,2016-07-01,16:45:19
W20,2016-07-01,16:45:19
W20,2016-07-01,16:45:23
W20,2016-07-01,16:45:23
W20,2016-07-01,16:45:44
W20,2016-07-01,16:45:44
W20,2016-07-01,16:45:50
W20,2016-07-01,16:45:50
W20,2016-07-01,16:46:03
W20,2016-07-01,16:46:03
W20,2016-07-01,16:47:43
W20,2016-07-01,16:47:43
W20,2016-07-01,16:47:47
W20,2016-07-01,16:47:47
W20,2016-07-01,16:48:05
W20,2016-07-01,16:48:05
W20,2016-07-01,16:48:50
W20,2016-07-01,16:48:50
W20,2016-07-01,16:48:50
W20,2016-07-01,16:48:50
W20,2016-07-01,16:48:54
W20,2016-07-01,16:48:54
W20,2016-07-01,16:48:56
W20,2016-07-01,16:48:56
W20,2016-07-01,16:49:29
W20,2016-07-01,16:49:29
W20,2016-07-01,16:49:30
W20,2016-07-01,16:49:30
W20,2016-07-01,16:49:44
W20,2016-07-01,16:49:44
W20,2016-07-01,16:49:44
W20,2016-07-01,16:49:44
W20,2016-07-01,16:49:45
W20,2016-07-01,16:49:45
W20,2016-07-01,16:49:49
W20,2016-07-01,16:49:49
W20,2016-07-01,16:49:56
W20,2016-07-01,16:49:56
W20,2016-07-04,08:45:15
W20,2016-07-04,08:45:15
W20,2016-07-04,08:45:17
W20,2016-07-04,08:45:17
W20,2016-07-04,08:45:18
W20,2016-07-04,08:45:18
W20,2016-07-04,08:45:19
W20,2016-07-04,08:45:19
W20,2016-07-04,08:45:22
W20,2016-07-04,08:45:22
W20,2016-07-04,08:45:22
W20,2016-07-04,08:45:22
W20,2016-07-04,08:45:24
W20,2016-07-04,08:45:24
W20,2016-07-04,08:45:25
W20,2016-07-04,08:45:25
W20,2016-07-04,08:45:29
W20,2016-07-04,08:45:29
W20,2016-07-04,08:45:32
W20,2016-07-04,08:45:32
W20,2016-07-04,08:45:39
W20,2016-07-04,08:45:39
W20,2016-07-04,08:45:43
W20,2016-07-04,08:45:43
W20,2016-07-04,08:45:45
W20,2016-07-04,08:45:45
W20,2016-07-04,08:45:50
W20,2016-07-04,08:45:50
W20,2016-07-04,08:45:55
W20,2016-07-04,08:45:55
W20,2016-07-04,08:45:56
W20,2016-07-04,08:45:56
W20,2016-07-04,08:46:04
W20,2016-07-04,08:46:04
W20,2016-07-04,08:46:07
W20,2016-07-04,08:46:07
W20,2016-07-04,08:46:07
W20,2016-07-04,08:46:07
W20,2016-07-04,08:46:24
W20,2016-07-04,08:46:24
W20,2016-07-04,08:46:26
W20,2016-07-04,08:46:26
W20,2016-07-04,08:46:28
W20,2016-07-04,08:46:28
W20,2016-07-04,08:46:30
W20,2016-07-04,08:46:30
W20,2016-07-04,08:46:31
W20,2016-07-04,08:46:31
W20,2016-07-04,08:46:34
W20,2016-07-04,08:46:34
W20,2016-07-04,08:46:40
W20,2016-07-04,08:46:40
W20,2016-07-04,08:46:40
W20,2016-07-04,08:46:40
W20,2016-07-04,08:46:44
W20,2016-07-04,08:46:44
W20,2016-07-04,08:46:44
W20,2016-07-04,08:46:44
W20,2016-07-04,08:46:45
W20,2016-07-04,08:46:45
W20,2016-07-04,08:46:49
W20,2016-07-04,08:46:49
W20,2016-07-04,08:46:54
W20,2016-07-04,08:46:54
W20,2016-07-04,08:47:10
W20,2016-07-04,08:47:10
W20,2016-07-04,08:47:13
W20,2016-07-04,08:47:13
W20,2016-07-04,08:47:14
W20,2016-07-04,08:47:14
W20,2016-07-04,08:47:15
W20,2016-07-04,08:47:15
W20,2016-07-04,08:47:16
W20,2016-07-04,08:47:16
W20,2016-07-04,08:47:17
W20,2016-07-04,08:47:17
W20,2016-07-04,08:47:18
W20,2016-07-04,08:47:18
W20,2016-07-04,08:47:19
W20,2016-07-04,08:47:19
W20,2016-07-04,08:47:28
W20,2016-07-04,08:47:28
W20,2016-07-04,08:47:28
W20,2016-07-04,08:47:28
W20,2016-07-04,08:47:28
W20,2016-07-04,08:47:28
W20,2016-07-04,08:47:32
W20,2016-07-04,08:47:32
W20,2016-07-04,08:47:33
W20,2016-07-04,08:47:33
W20,2016-07-04,08:47:36
W20,2016-07-04,08:47:36
W20,2016-07-04,08:47:40
W20,2016-07-04,08:47:40
W20,2016-07-04,08:47:49
W20,2016-07-04,08:47:49
W20,2016-07-04,08:48:01
W20,2016-07-04,08:48:01
W20,2016-07-04,08:48:03
W20,2016-07-04,08:48:03
W20,2016-07-04,08:48:04
W20,2016-07-04,08:48:04
W20,2016-07-04,08:48:05
W20,2016-07-04,08:48:05
W20,2016-07-04,08:48:05
W20,2016-07-04,08:48:05
W20,2016-07-04,08:48:06
W20,2016-07-04,08:48:06
W20,2016-07-04,08:48:10
W20,2016-07-04,08:48:10
W20,2016-07-04,08:48:26
W20,2016-07-04,08:48:26
W20,2016-07-04,08:48:28
W20,2016-07-04,08:48:28
W20,2016-07-04,08:48:30
W20,2016-07-04,08:48:30
W20,2016-07-04,08:48:48
W20,2016-07-04,08:48:48
W20,2016-07-04,08:48:52
W20,2016-07-04,08:48:52
W20,2016-07-04,08:48:52
W20,2016-07-04,08:48:52
W20,2016-07-04,08:48:53
W20,2016-07-04,08:48:53
W20,2016-07-04,08:48:54
W20,2016-07-04,08:48:54
W20,2016-07-04,08:48:58
W20,2016-07-04,08:48:58
W20,2016-07-04,08:49:00
W20,2016-07-04,08:49:00
W20,2016-07-04,08:49:00
W20,2016-07-04,08:49:00
W20,2016-07-04,08:49:03
W20,2016-07-04,08:49:03
W20,2016-07-04,08:49:06
W20,2016-07-04,08:49:06
W20,2016-07-04,08:49:12
W20,2016-07-04,08:49:12
W20,2016-07-04,08:49:13
W20,2016-07-04,08:49:13
W20,2016-07-04,08:49:14
W20,2016-07-04,08:49:14
W20,2016-07-04,08:49:17
W20,2016-07-04,08:49:17
W20,2016-07-04,08:49:18
W20,2016-07-04,08:49:18
W20,2016-07-04,08:49:21
W20,2016-07-04,08:49:21
W20,2016-07-04,08:49:23
W20,2016-07-04,08:49:23
W20,2016-07-04,08:49:24
W20,2016-07-04,08:49:24
W20,2016-07-04,08:49:26
W20,2016-07-04,08:49:26
W20,2016-07-04,08:49:28
W20,2016-07-04,08:49:28
W20,2016-07-04,08:49:30
W20,2016-07-04,08:49:30
W20,2016-07-04,08:49:32
W20,2016-07-04,08:49:32
W20,2016-07-04,08:49:33
W20,2016-07-04,08:49:33
W20,2016-07-04,08:49:34
W20,2016-07-04,08:49:34
W20,2016-07-04,08:49:35
W20,2016-07-04,08:49:35
W20,2016-07-04,08:49:41
W20,2016-07-04,08:49:41
W20,2016-07-04,08:49:41
W20,2016-07-04,08:49:41
W20,2016-07-04,08:49:42
W20,2016-07-04,08:49:42
W20,2016-07-04,08:49:43
W20,2016-07-04,08:49:43
W20,2016-07-04,08:49:44
W20,2016-07-04,08:49:44
W20,2016-07-04,08:49:46
W20,2016-07-04,08:49:46
W20,2016-07-04,08:49:54
W20,2016-07-04,08:49:54
W20,2016-07-04,08:50:03
W20,2016-07-04,08:50:03
W20,2016-07-04,08:50:07
W20,2016-07-04,08:50:07
W20,2016-07-04,08:50:15
W20,2016-07-04,08:50:15
W20,2016-07-04,08:50:19
W20,2016-07-04,08:50:19
W20,2016-07-04,08:50:22
W20,2016-07-04,08:50:22
W20,2016-07-04,08:50:23
W20,2016-07-04,08:50:23
W20,2016-07-04,08:50:26
W20,2016-07-04,08:50:26
W20,2016-07-04,08:50:29
W20,2016-07-04,08:50:29
W20,2016-07-04,08:50:32
W20,2016-07-04,08:50:32
W20,2016-07-04,08:50:32
W20,2016-07-04,08:50:32
W20,2016-07-04,08:50:35
W20,2016-07-04,08:50:35
W20,2016-07-04,08:50:40
W20,2016-07-04,08:50:40
W20,2016-07-04,08:50:41
W20,2016-07-04,08:50:41
W20,2016-07-04,08:50:57
W20,2016-07-04,08:50:57
W20,2016-07-04,08:51:04
W20,2016-07-04,08:51:04
W20,2016-07-04,08:51:07
W20,2016-07-04,08:51:07
W20,2016-07-04,08:51:10
W20,2016-07-04,08:51:10
W20,2016-07-04,08:51:24
W20,2016-07-04,08:51:24
W20,2016-07-04,08:51:26
W20,2016-07-04,08:51:26
W20,2016-07-04,08:51:30
W20,2016-07-04,08:51:30
W20,2016-07-04,08:51:31
W20,2016-07-04,08:51:31
W20,2016-07-04,08:51:32
W20,2016-07-04,08:51:32
W20,2016-07-04,08:51:32
W20,2016-07-04,08:51:32
W20,2016-07-04,08:51:37
W20,2016-07-04,08:51:37
W20,2016-07-04,08:51:40
W20,2016-07-04,08:51:40
W20,2016-07-04,08:51:41
W20,2016-07-04,08:51:41
W20,2016-07-04,08:51:44
W20,2016-07-04,08:51:44
W20,2016-07-04,08:51:45
W20,2016-07-04,08:51:45
W20,2016-07-04,08:51:46
W20,2016-07-04,08:51:46
W20,2016-07-04,08:51:48
W20,2016-07-04,08:51:48
W20,2016-07-04,08:51:51
W20,2016-07-04,08:51:51
W20,2016-07-04,08:51:58
W20,2016-07-04,08:51:58
W20,2016-07-04,08:52:02
W20,2016-07-04,08:52:02
W20,2016-07-04,08:52:03
W20,2016-07-04,08:52:03
W20,2016-07-04,08:52:06
W20,2016-07-04,08:52:06
W20,2016-07-04,08:52:12
W20,2016-07-04,08:52:12
W20,2016-07-04,08:52:13
W20,2016-07-04,08:52:13
W20,2016-07-04,08:52:16
W20,2016-07-04,08:52:16
W20,2016-07-04,08:52:20
W20,2016-07-04,08:52:20
W20,2016-07-04,08:52:24
W20,2016-07-04,08:52:24
W20,2016-07-04,08:52:37
W20,2016-07-04,08:52:37
W20,2016-07-04,08:52:38
W20,2016-07-04,08:52:38
W20,2016-07-04,08:52:38
W20,2016-07-04,08:52:38
W20,2016-07-04,08:52:39
W20,2016-07-04,08:52:39
W20,2016-07-04,08:52:41
W20,2016-07-04,08:52:41
W20,2016-07-04,08:52:43
W20,2016-07-04,08:52:43
W20,2016-07-04,08:52:49
W20,2016-07-04,08:52:49
W20,2016-07-04,08:52:50
W20,2016-07-04,08:52:50
W20,2016-07-04,08:52:51
W20,2016-07-04,08:52:51
W20,2016-07-04,08:52:51
W20,2016-07-04,08:52:51
W20,2016-07-04,08:52:51
W20,2016-07-04,08:52:51
W20,2016-07-04,08:52:52
W20,2016-07-04,08:52:52
W20,2016-07-04,08:52:54
W20,2016-07-04,08:52:54
W20,2016-07-04,08:52:57
W20,2016-07-04,08:52:57
W20,2016-07-04,08:53:18
W20,2016-07-04,08:53:18
W20,2016-07-04,08:53:40
W20,2016-07-04,08:53:40
W20,2016-07-04,08:54:13
W20,2016-07-04,08:54:13
W20,2016-07-04,08:54:15
W20,2016-07-04,08:54:15
W20,2016-07-04,08:54:24
W20,2016-07-04,08:54:24
W20,2016-07-04,08:54:29
W20,2016-07-04,08:54:29
W20,2016-07-04,08:54:34
W20,2016-07-04,08:54:34
W20,2016-07-04,08:54:35
W20,2016-07-04,08:54:35
W20,2016-07-04,08:54:35
W20,2016-07-04,08:54:35
W20,2016-07-04,08:54:36
W20,2016-07-04,08:54:36
W20,2016-07-04,08:54:38
W20,2016-07-04,08:54:38
W20,2016-07-04,08:54:41
W20,2016-07-04,08:54:41
W20,2016-07-04,08:54:43
W20,2016-07-04,08:54:43
W20,2016-07-04,08:54:49
W20,2016-07-04,08:54:49
W20,2016-07-04,08:55:12
W20,2016-07-04,08:55:12
W20,2016-07-04,08:55:43
W20,2016-07-04,08:55:43
W20,2016-07-04,08:55:43
W20,2016-07-04,08:55:43
W20,2016-07-04,08:55:43
W20,2016-07-04,08:55:43
W20,2016-07-04,08:55:44
W20,2016-07-04,08:55:44
W20,2016-07-04,08:55:46
W20,2016-07-04,08:55:46
W20,2016-07-04,08:55:47
W20,2016-07-04,08:55:47
W20,2016-07-04,08:55:51
W20,2016-07-04,08:55:51
W20,2016-07-04,08:56:01
W20,2016-07-04,08:56:01
W20,2016-07-04,08:56:07
W20,2016-07-04,08:56:07
W20,2016-07-04,08:56:18
W20,2016-07-04,08:56:18
W20,2016-07-04,08:56:31
W20,2016-07-04,08:56:31
W20,2016-07-04,08:56:35
W20,2016-07-04,08:56:35
W20,2016-07-04,08:56:37
W20,2016-07-04,08:56:37
W20,2016-07-04,08:56:41
W20,2016-07-04,08:56:41
W20,2016-07-04,08:56:51
W20,2016-07-04,08:56:51
W20,2016-07-04,08:56:51
W20,2016-07-04,08:56:51
W20,2016-07-04,08:56:55
W20,2016-07-04,08:56:55
W20,2016-07-04,08:57:07
W20,2016-07-04,08:57:07
W20,2016-07-04,08:57:13
W20,2016-07-04,08:57:13
W20,2016-07-04,08:57:22
W20,2016-07-04,08:57:22
W20,2016-07-04,08:57:23
W20,2016-07-04,08:57:23
W20,2016-07-04,08:57:24
W20,2016-07-04,08:57:24
W20,2016-07-04,08:57:28
W20,2016-07-04,08:57:28
W20,2016-07-04,08:57:29
W20,2016-07-04,08:57:29
W20,2016-07-04,08:57:41
W20,2016-07-04,08:57:41
W20,2016-07-04,08:57:46
W20,2016-07-04,08:57:46
W20,2016-07-04,08:57:53
W20,2016-07-04,08:57:53
W20,2016-07-04,08:57:54
W20,2016-07-04,08:57:54
W20,2016-07-04,08:57:54
W20,2016-07-04,08:57:54
W20,2016-07-04,08:57:55
W20,2016-07-04,08:57:55
W20,2016-07-04,08:57:56
W20,2016-07-04,08:57:56
W20,2016-07-04,08:58:01
W20,2016-07-04,08:58:01
W20,2016-07-04,08:58:27
W20,2016-07-04,08:58:27
W20,2016-07-04,08:58:33
W20,2016-07-04,08:58:33
W20,2016-07-04,08:58:47
W20,2016-07-04,08:58:47
W20,2016-07-04,08:58:49
W20,2016-07-04,08:58:49
W20,2016-07-04,08:59:07
W20,2016-07-04,08:59:07
W20,2016-07-04,08:59:08
W20,2016-07-04,08:59:08
W20,2016-07-04,08:59:09
W20,2016-07-04,08:59:09
W20,2016-07-04,08:59:09
W20,2016-07-04,08:59:09
W20,2016-07-04,08:59:14
W20,2016-07-04,08:59:14
W20,2016-07-04,08:59:16
W20,2016-07-04,08:59:16
W20,2016-07-04,08:59:16
W20,2016-07-04,08:59:16
W20,2016-07-04,08:59:18
W20,2016-07-04,08:59:18
W20,2016-07-04,08:59:20
W20,2016-07-04,08:59:20
W20,2016-07-04,08:59:37
W20,2016-07-04,08:59:37
W20,2016-07-04,08:59:37
W20,2016-07-04,08:59:37
W20,2016-07-04,08:59:38
W20,2016-07-04,08:59:38
W20,2016-07-04,08:59:39
W20,2016-07-04,08:59:39
W20,2016-07-04,08:59:39
W20,2016-07-04,08:59:39
W20,2016-07-04,08:59:41
W20,2016-07-04,08:59:41
W20,2016-07-04,08:59:43
W20,2016-07-04,08:59:43
W20,2016-07-04,08:59:44
W20,2016-07-04,08:59:44
W20,2016-07-04,08:59:44
W20,2016-07-04,08:59:44
W20,2016-07-04,08:59:46
W20,2016-07-04,08:59:46
W20,2016-07-04,08:59:59
W20,2016-07-04,08:59:59
W20,2016-07-04,09:00:00
W20,2016-07-04,09:00:00
W20,2016-07-04,09:00:00
W20,2016-07-04,09:00:00
W20,2016-07-04,09:00:01
W20,2016-07-04,09:00:01
W20,2016-07-04,09:00:04
W20,2016-07-04,09:00:04
W20,2016-07-04,09:00:07
W20,2016-07-04,09:00:07
W20,2016-07-04,09:00:08
W20,2016-07-04,09:00:08
W20,2016-07-04,09:00:09
W20,2016-07-04,09:00:09
W20,2016-07-04,09:00:17
W20,2016-07-04,09:00:17
W20,2016-07-04,09:00:17
W20,2016-07-04,09:00:17
W20,2016-07-04,09:00:20
W20,2016-07-04,09:00:20
W20,2016-07-04,09:00:35
W20,2016-07-04,09:00:35
W20,2016-07-04,09:00:38
W20,2016-07-04,09:00:38
W20,2016-07-04,09:00:40
W20,2016-07-04,09:00:40
W20,2016-07-04,09:00:41
W20,2016-07-04,09:00:41
W20,2016-07-04,09:00:45
W20,2016-07-04,09:00:45
W20,2016-07-04,09:00:48
W20,2016-07-04,09:00:48
W20,2016-07-04,09:00:49
W20,2016-07-04,09:00:49
W20,2016-07-04,09:00:49
W20,2016-07-04,09:00:49
W20,2016-07-04,09:00:50
W20,2016-07-04,09:00:50
W20,2016-07-04,09:00:51
W20,2016-07-04,09:00:51
W20,2016-07-04,09:00:54
W20,2016-07-04,09:00:54
W20,2016-07-04,09:00:55
W20,2016-07-04,09:00:55
W20,2016-07-04,09:00:56
W20,2016-07-04,09:00:56
W20,2016-07-04,09:00:56
W20,2016-07-04,09:00:56
W20,2016-07-04,09:01:03
W20,2016-07-04,09:01:03
W20,2016-07-04,09:01:04
W20,2016-07-04,09:01:04
W20,2016-07-04,09:01:05
W20,2016-07-04,09:01:05
W20,2016-07-04,09:01:08
W20,2016-07-04,09:01:08
W20,2016-07-04,09:01:10
W20,2016-07-04,09:01:10
W20,2016-07-04,09:01:11
W20,2016-07-04,09:01:11
W20,2016-07-04,09:01:12
W20,2016-07-04,09:01:12
W20,2016-07-04,09:01:21
W20,2016-07-04,09:01:21
W20,2016-07-04,09:01:22
W20,2016-07-04,09:01:22
W20,2016-07-04,09:01:24
W20,2016-07-04,09:01:24
W20,2016-07-04,09:01:25
W20,2016-07-04,09:01:25
W20,2016-07-04,09:01:27
W20,2016-07-04,09:01:27
W20,2016-07-04,09:01:30
W20,2016-07-04,09:01:30
W20,2016-07-04,09:01:35
W20,2016-07-04,09:01:35
W20,2016-07-04,09:01:38
W20,2016-07-04,09:01:38
W20,2016-07-04,09:01:38
W20,2016-07-04,09:01:38
W20,2016-07-04,09:01:39
W20,2016-07-04,09:01:39
W20,2016-07-04,09:01:40
W20,2016-07-04,09:01:40
W20,2016-07-04,09:01:43
W20,2016-07-04,09:01:43
W20,2016-07-04,09:01:49
W20,2016-07-04,09:01:49
W20,2016-07-04,09:01:56
W20,2016-07-04,09:01:56
W20,2016-07-04,09:02:15
W20,2016-07-04,09:02:15
W20,2016-07-04,09:02:23
W20,2016-07-04,09:02:23
W20,2016-07-04,09:02:30
W20,2016-07-04,09:02:30
W20,2016-07-04,09:02:30
W20,2016-07-04,09:02:30
W20,2016-07-04,09:02:42
W20,2016-07-04,09:02:42
W20,2016-07-04,09:02:48
W20,2016-07-04,09:02:48
W20,2016-07-04,09:02:49
W20,2016-07-04,09:02:49
W20,2016-07-04,09:02:51
W20,2016-07-04,09:02:51
W20,2016-07-04,09:02:55
W20,2016-07-04,09:02:55
W20,2016-07-04,09:03:02
W20,2016-07-04,09:03:02
W20,2016-07-04,09:03:03
W20,2016-07-04,09:03:03
W20,2016-07-04,09:03:04
W20,2016-07-04,09:03:04
W20,2016-07-04,09:03:05
W20,2016-07-04,09:03:05
W20,2016-07-04,09:03:06
W20,2016-07-04,09:03:06
W20,2016-07-04,09:03:07
W20,2016-07-04,09:03:07
W20,2016-07-04,09:03:07
W20,2016-07-04,09:03:07
W20,2016-07-04,09:03:11
W20,2016-07-04,09:03:11
W20,2016-07-04,09:03:20
W20,2016-07-04,09:03:20
W20,2016-07-04,09:03:21
W20,2016-07-04,09:03:21
W20,2016-07-04,09:03:23
W20,2016-07-04,09:03:23
W20,2016-07-04,09:03:24
W20,2016-07-04,09:03:24
W20,2016-07-04,09:03:24
W20,2016-07-04,09:03:24
W20,2016-07-04,09:03:27
W20,2016-07-04,09:03:27
W20,2016-07-04,09:03:34
W20,2016-07-04,09:03:34
W20,2016-07-04,09:04:00
W20,2016-07-04,09:04:00
W20,2016-07-04,09:04:15
W20,2016-07-04,09:04:15
W20,2016-07-04,09:04:20
W20,2016-07-04,09:04:20
W20,2016-07-04,09:05:22
W20,2016-07-04,09:05:22
W20,2016-07-04,09:05:47
W20,2016-07-04,09:05:47
W20,2016-07-04,09:05:53
W20,2016-07-04,09:05:53
W20,2016-07-04,09:06:00
W20,2016-07-04,09:06:00
W20,2016-07-04,09:06:02
W20,2016-07-04,09:06:02
W20,2016-07-04,09:06:10
W20,2016-07-04,09:06:10
W20,2016-07-04,09:06:12
W20,2016-07-04,09:06:12
W20,2016-07-04,09:06:17
W20,2016-07-04,09:06:17
W20,2016-07-04,09:06:26
W20,2016-07-04,09:06:26
W20,2016-07-04,09:06:34
W20,2016-07-04,09:06:34
W20,2016-07-04,09:06:44
W20,2016-07-04,09:06:44
W20,2016-07-04,09:06:44
W20,2016-07-04,09:06:44
W20,2016-07-04,09:06:45
W20,2016-07-04,09:06:45
W20,2016-07-04,09:06:49
W20,2016-07-04,09:06:49
W20,2016-07-04,09:06:51
W20,2016-07-04,09:06:51
W20,2016-07-04,09:06:51
W20,2016-07-04,09:06:51
W20,2016-07-04,09:06:52
W20,2016-07-04,09:06:52
W20,2016-07-04,09:06:58
W20,2016-07-04,09:06:58
W20,2016-07-04,09:06:59
W20,2016-07-04,09:06:59
W20,2016-07-04,09:07:00
W20,2016-07-04,09:07:00
W20,2016-07-04,09:07:00
W20,2016-07-04,09:07:00
W20,2016-07-04,09:07:00
W20,2016-07-04,09:07:00
W20,2016-07-04,09:07:01
W20,2016-07-04,09:07:01
W20,2016-07-04,09:07:03
W20,2016-07-04,09:07:03
W20,2016-07-04,09:07:07
W20,2016-07-04,09:07:07
W20,2016-07-04,09:07:09
W20,2016-07-04,09:07:09
W20,2016-07-04,09:07:13
W20,2016-07-04,09:07:13
W20,2016-07-04,09:07:14
W20,2016-07-04,09:07:14
W20,2016-07-04,09:07:15
W20,2016-07-04,09:07:15
W20,2016-07-04,09:07:17
W20,2016-07-04,09:07:17
W20,2016-07-04,09:07:19
W20,2016-07-04,09:07:19
W20,2016-07-04,09:07:20
W20,2016-07-04,09:07:20
W20,2016-07-04,09:07:20
W20,2016-07-04,09:07:20
W20,2016-07-04,09:07:20
W20,2016-07-04,09:07:20
W20,2016-07-04,09:07:21
W20,2016-07-04,09:07:21
W20,2016-07-04,09:07:23
W20,2016-07-04,09:07:23
W20,2016-07-04,09:07:24
W20,2016-07-04,09:07:24
W20,2016-07-04,09:07:24
W20,2016-07-04,09:07:24
W20,2016-07-04,09:07:24
W20,2016-07-04,09:07:24
W20,2016-07-04,09:07:39
W20,2016-07-04,09:07:39
W20,2016-07-04,09:07:51
W20,2016-07-04,09:07:51
W20,2016-07-04,09:07:54
W20,2016-07-04,09:07:54
W20,2016-07-04,09:07:55
W20,2016-07-04,09:07:55
W20,2016-07-04,09:07:55
W20,2016-07-04,09:07:55
W20,2016-07-04,09:07:59
W20,2016-07-04,09:07:59
W20,2016-07-04,09:08:00
W20,2016-07-04,09:08:00
W20,2016-07-04,09:08:03
W20,2016-07-04,09:08:03
W20,2016-07-04,09:08:03
W20,2016-07-04,09:08:03
W20,2016-07-04,09:08:07
W20,2016-07-04,09:08:07
W20,2016-07-04,09:08:13
W20,2016-07-04,09:08:13
W20,2016-07-04,09:08:19
W20,2016-07-04,09:08:19
W20,2016-07-04,09:08:30
W20,2016-07-04,09:08:30
W20,2016-07-04,09:08:35
W20,2016-07-04,09:08:35
W20,2016-07-04,09:08:46
W20,2016-07-04,09:08:46
W20,2016-07-04,09:08:58
W20,2016-07-04,09:08:58
W20,2016-07-04,09:08:59
W20,2016-07-04,09:08:59
W20,2016-07-04,09:09:05
W20,2016-07-04,09:09:05
W20,2016-07-04,09:09:06
W20,2016-07-04,09:09:06
W20,2016-07-04,09:09:07
W20,2016-07-04,09:09:07
W20,2016-07-04,09:09:08
W20,2016-07-04,09:09:08
W20,2016-07-04,09:09:08
W20,2016-07-04,09:09:08
